query_id,query,query_type,intent,first_rank,reason,top_memory_id,top_memory_type,top_memory_text,gold_memory_ids,gold_memory_types,gold_memory_texts
q01903,What does Dave aim to do with his passion for cars?,4,other,2,semantic_neighbor,llm_02282,work,Dave loves his job working with mechanics and sharing knowledge about cars.,llm_02433|llm_02434|llm_02435|llm_02436|llm_02437,family|goal|hobby|work,"Dave considers working on cars a passion and a form of therapy to escape everyday stress. || Dave spent hours in his dad's garage tinkering with engines as a child. || Dave works on cars as a job, restoring broken things into awesome ones."
q01904,"What did Calvin recently get that is a ""masterpiece on wheels""?",4,temporal,2,temporal_neighbor,llm_02383,event,Calvin recently finished a tour that was amazing and energizing.,llm_02445,event,Calvin recently bought a new Ferrari last week.
q01906,How does Calvin stay motivated when faced with setbacks?,4,temporal,3,temporal_neighbor,llm_02344,preference,Calvin stays motivated by collaborating with others and surrounding himself with positive energy.,llm_02446,preference,"Calvin stays motivated by reminding himself of his passion for his goals, relying on helpful people, and taking breaks with favorite activities."
q01907,"What activity does Dave find fulfilling, similar to Calvin's passion for music festivals?",4,activity,187,gold_below_top20,llm_02454,plan,Dave is excited to attend one of Calvin's shows.,llm_02443,preference,"Dave loves the feeling of fixing broken things and making them whole again, which is why he works in car repair."
q01908,Where did Calvin and Dave meet Frank Ocean to start collaborating?,4,location,2,semantic_neighbor,llm_02375,event,Calvin met Frank Ocean at a music festival in Tokyo and they clicked.,llm_02449,event,Calvin met Frank Ocean at a festival in August last year and they decided to collaborate.
q01909,Which part of Tokyo is described as Tokyo's Times Square by Calvin?,4,other,3,memory_type_mismatch,llm_02300,emotion,"Calvin felt alive and energized performing in Tokyo, describing the crowd as insane.",llm_02451|llm_02452,plan,Calvin is going to Tokyo next month after the tour ends. || Calvin wants to visit Shibuya Crossing and Shinjuku in Tokyo.
q01911,What dish does Dave recommend Calvin to try in Tokyo?,4,other,44,gold_below_top20,llm_02453,preference,Calvin has never tried ramen but plans to try it while in Tokyo.,llm_02456,preference,Dave has tried ramen in Boston and enjoyed it.
q01912,What does Calvin find energizing during the tour?,4,other,11,semantic_neighbor,llm_02383,event,Calvin recently finished a tour that was amazing and energizing.,llm_02457|llm_02458,emotion|event,Calvin is on tour with Frank Ocean as of October 2023. || Calvin finds balancing his job and personal life tough due to fame.
q01915,How does Calvin describe his music in relation to capturing feelings?,4,activity,4,activity_neighbor,llm_02389,preference,Calvin values staying true to himself and being unique in his music.,llm_02463,preference,Calvin uses music as a form of therapy to express himself and work through emotions.
q01916,Why did Dave start working on cars?,4,causal_emotion,36,gold_below_top20,llm_02282,work,Dave loves his job working with mechanics and sharing knowledge about cars.,llm_02464,hobby,"Dave has been fascinated with how machines work since age ten, starting with fixing an old car in a neighbor's garage."
q01919,When did Dave sell the car he restored last year?,4,temporal,2,temporal_neighbor,llm_02275,event,Dave restored a classic car last year.,llm_02465,event,Dave restored a car last year and sold it to a collector; he is currently working on a new car restoration project.
q01920,When did Calvin first get interested in cars?,4,temporal,7,memory_type_mismatch,llm_02474,hobby,Calvin is into cars and loves making new and powerful models.,llm_02472|llm_02473,event|work,Dave is an automotive engineer. || Dave got into cars after his dad took him to a car show when he was 10.
q01922,What realization did the nightclub experience bring to Calvin?,4,other,15,other,llm_02377,event,Calvin performed at a music festival in Tokyo and found the experience incredible.,llm_02475|llm_02476|llm_02477,emotion|event|work,"Calvin is a musician and performs. || Calvin performed with someone he admires, which was a dream come true. || Calvin feels music is his passion and purpose."
q01923,What do Dave and Calvin agree on regarding their pursuits?,4,other,3,semantic_neighbor,llm_02280,relationship,Calvin and Dave motivate each other in their respective pursuits.,llm_02478,relationship,Calvin and Dave: Dave and Calvin are friends who inspire each other to pursue their passions.
q01924,Which city is featured in the photograph Dave showed Calvin?,4,other,2,memory_type_mismatch,llm_02380,plan,Calvin and Dave plan to meet up when Calvin is in Boston.,llm_02481,event,Dave took a photograph of a sunset in Boston.
q01927,What is Dave's way to share his passion with others?,4,other,100,gold_below_top20,llm_02436,goal,"Dave's goal since childhood has been to do what he loves for a living, and he is now doing it.",llm_02493,plan,Dave recently started a blog about car mods.
q01930,What tools does Calvin use to boost his motivation for music?,4,activity,15,memory_type_mismatch,llm_02477,emotion,Calvin feels music is his passion and purpose.,llm_02497,hobby,Dave writes lyrics and notes in a notebook to boost his motivation.
q01932,What kind of impact does Dave's blog on car mods have on people?,4,other,23,gold_below_top20,llm_02493,plan,Dave recently started a blog about car mods.,llm_02494,event,"Dave recently posted about how he made his car look like a beast, and it inspired others to start their own DIY projects."
q01934,What hobby did Calvin take up recently?,4,temporal,153,gold_below_top20,llm_02445,event,Calvin recently bought a new Ferrari last week.,llm_02508,hobby,Dave has taken up photography and enjoys taking pictures of scenery.
q01935,What new item did Dave buy recently?,4,temporal,18,temporal_neighbor,llm_02480,hobby,Dave has recently gotten into photography.,llm_02511,hobby,Dave bought a vintage camera this month (November 2023) that takes awesome photos.
q01936,What type of photos does Dave like to capture with his new camera?,4,preference,5,preference_neighbor,llm_02511,hobby,Dave bought a vintage camera this month (November 2023) that takes awesome photos.,llm_02512,hobby,"Dave enjoys photographing nature, including sunsets, beaches, and waves."
q01937,What event did Calvin attend in Boston?,4,other,13,memory_type_mismatch,llm_02307,plan,Dave plans to attend Calvin's performance in Boston to cheer him on.,llm_02509,event,Calvin attended a fancy gala in Boston yesterday (16 November 2023) and met interesting people.
q01939,Where did Dave take a stunning photo of a waterfall?,4,location,2,other,llm_02335,event,Dave recently went on a road trip with friends and saw stunning countryside.,llm_02513,event,"Dave found a serene spot in a nearby park with rocks and a waterfall, which he photographed last week."
q01943,"What is Calvin's new business venture as of 1 May, 2023?",5,other,165,gold_below_top20,llm_02457,event,Calvin is on tour with Frank Ocean as of October 2023.,llm_02271|llm_02272|llm_02273,goal|work,"Dave opened his own car maintenance shop. || Dave's dream was to open a car maintenance shop, and he achieved it. || Dave's next dream is to work on classic cars."
q01947,What did Calvin open in May 2023?,5,other,217,gold_below_top20,llm_02397,event,"Calvin released his album on September 11, 2023.",llm_02294|llm_02295,event|work,Dave opened his car shop last week and celebrated with friends. || Dave owns a car shop and is passionate about helping with people's rides.
q01949,What sports activity is Dave planning to try after the tour with Frank Ocean?,5,activity,4,persona_confusion,llm_02265,plan,Calvin is planning a trip to Boston after finishing the Frank Ocean tour.,llm_02322,plan,Calvin plans to visit a small town in Japan after his tour with Frank Ocean ends.
q01951,What clothing brand does Calvin own that he is proud of?,5,other,2,other,llm_02415,emotion,"Calvin has a photo that symbolizes his hard work and dedication, and he feels proud when looking at it.",llm_02351,emotion,"Calvin is proud of his Ferrari, which reminds him of his hard work and dedication and inspires him."
q01952,"What workshop did Calvin get picked for on 11 August, 2023?",5,other,2,other,llm_02397,event,"Calvin released his album on September 11, 2023.",llm_02357,event,Dave was picked for a car mod workshop.
q01954,What type of car did Calvin work on during the workshop?,5,career_education,2,career_education_neighbor,llm_02270,hobby,Calvin has a car that he put a lot of work into.,llm_02359|llm_02360|llm_02361,hobby|plan,"Dave is working on a classic muscle car, giving it a modern twist. || Dave has experience with engine swaps and suspension modifications. || Dave is learning about body modifications in the car mod workshop."
q01955,What did Dave and his friends record in August 2023?,5,other,31,gold_below_top20,llm_01317,skill,Audrey learned dog grooming in August 2023.,llm_02381,event,Calvin and his friends recorded a podcast yesterday discussing the rap industry.
q01957,What design is featured on Dave's guitar?,5,other,5,other,llm_02324,hobby,Dave recently joined a rock band and has been practicing guitar.,llm_02387,hobby,"Calvin has a custom-made guitar with an octopus design, created by his Japanese artist friend, representing his love for art and the sea."
q01959,What color glow did Dave customize his guitar with?,5,other,2,memory_type_mismatch,llm_02324,hobby,Dave recently joined a rock band and has been practicing guitar.,llm_02388,preference,Calvin's custom guitar has a shiny purple finish that matches his style.
q01961,What emotion does Calvin mention feeling when he sees the relief of someone whose car he fixed?,5,temporal,148,gold_below_top20,llm_02270,hobby,Calvin has a car that he put a lot of work into.,llm_02393,emotion,Dave feels a sense of purpose and reward from fixing cars and making a difference in people's lives.
q01963,Which horror movie did Dave mention as one of his favorites?,5,other,29,gold_below_top20,llm_02454,plan,Dave is excited to attend one of Calvin's shows.,llm_02410,preference,"Calvin likes Ratatouille, a Disney movie."
